,drift_type,strength,length,window,step,seed,tp_regular,fn_regular,fp_regular,delay_regular,tp_irregular,fn_irregular,fp_irregular,delay_irregular
292,3,0.5,"(0.1, 0.4)",2160,168,2,1,0,0,1614.0,1,0,0,4816.0
293,3,0.5,"(0.1, 0.4)",2160,168,3,1,0,1,14489.0,1,0,0,19361.0
294,3,0.5,"(0.1, 0.4)",2160,168,4,1,0,1,4960.0,1,0,8,16473.0
295,3,0.5,"(0.1, 0.4)",2160,720,0,1,0,0,15325.0,1,0,0,20514.0
296,3,0.5,"(0.1, 0.4)",2160,720,1,1,0,0,14071.0,1,0,0,21920.0
297,3,0.5,"(0.1, 0.4)",2160,720,2,1,0,0,2622.0,1,0,0,5872.0
298,3,0.5,"(0.1, 0.4)",2160,720,3,1,0,0,15257.0,1,0,0,20417.0
299,3,0.5,"(0.1, 0.4)",2160,720,4,1,0,0,9664.0,1,0,2,19497.0
300,3,0.75,"(0.1, 0.4)",168,24,0,1,0,0,9325.0,1,0,3,3618.0
301,3,0.75,"(0.1, 0.4)",168,24,1,1,0,0,8863.0,1,0,3,6248.0
302,3,0.75,"(0.1, 0.4)",168,24,2,1,0,0,3270.0,1,0,3,5200.0
303,3,0.75,"(0.1, 0.4)",168,24,3,1,0,0,9257.0,1,0,3,3521.0
304,3,0.75,"(0.1, 0.4)",168,24,4,1,0,0,6352.0,1,0,3,5457.0
305,3,0.75,"(0.1, 0.4)",720,24,0,1,0,5,12613.0,1,0,1,2634.0
306,3,0.75,"(0.1, 0.4)",720,24,1,1,0,2,14959.0,1,0,1,8840.0
307,3,0.75,"(0.1, 0.4)",720,24,2,1,0,3,3630.0,1,0,1,3616.0
308,3,0.75,"(0.1, 0.4)",720,24,3,1,0,5,12545.0,1,0,1,2537.0
309,3,0.75,"(0.1, 0.4)",720,24,4,1,0,17,7408.0,1,0,33,9009.0
310,3,0.75,"(0.1, 0.4)",720,168,0,1,0,0,12877.0,1,0,0,2994.0
311,3,0.75,"(0.1, 0.4)",720,168,1,1,0,0,15199.0,1,0,0,9104.0
312,3,0.75,"(0.1, 0.4)",720,168,2,1,0,0,3798.0,1,0,0,4144.0
313,3,0.75,"(0.1, 0.4)",720,168,3,1,0,0,12809.0,1,0,0,2897.0
314,3,0.75,"(0.1, 0.4)",720,168,4,1,0,1,10336.0,1,0,4,9249.0
315,3,0.75,"(0.1, 0.4)",2160,24,0,1,0,1,7117.0,1,0,0,11634.0
316,3,0.75,"(0.1, 0.4)",2160,24,1,1,0,0,7759.0,1,0,0,11816.0
317,3,0.75,"(0.1, 0.4)",2160,24,2,1,0,0,318.0,1,0,0,2080.0
318,3,0.75,"(0.1, 0.4)",2160,24,3,1,0,2,7049.0,1,0,0,11537.0
319,3,0.75,"(0.1, 0.4)",2160,24,4,1,0,15,4024.0,1,0,57,7977.0
320,3,0.75,"(0.1, 0.4)",2160,168,0,1,0,0,7333.0,1,0,0,11898.0
321,3,0.75,"(0.1, 0.4)",2160,168,1,1,0,0,7975.0,1,0,0,11960.0
322,3,0.75,"(0.1, 0.4)",2160,168,2,1,0,0,606.0,1,0,0,2296.0
323,3,0.75,"(0.1, 0.4)",2160,168,3,1,0,0,7265.0,1,0,0,11801.0
324,3,0.75,"(0.1, 0.4)",2160,168,4,1,0,1,4288.0,1,0,8,8241.0
325,3,0.75,"(0.1, 0.4)",2160,720,0,1,0,0,8125.0,1,0,0,12594.0
326,3,0.75,"(0.1, 0.4)",2160,720,1,1,0,0,9031.0,1,0,0,12560.0
327,3,0.75,"(0.1, 0.4)",2160,720,2,1,0,0,1182.0,1,0,0,2992.0
328,3,0.75,"(0.1, 0.4)",2160,720,3,1,0,0,8057.0,1,0,0,12497.0
329,3,0.75,"(0.1, 0.4)",2160,720,4,1,0,0,5344.0,1,0,2,8697.0
330,3,1.0,"(0.1, 0.4)",168,24,0,1,0,0,5845.0,1,0,3,3618.0
331,3,1.0,"(0.1, 0.4)",168,24,1,1,0,0,6991.0,1,0,3,6248.0
332,3,1.0,"(0.1, 0.4)",168,24,2,1,0,0,2382.0,1,0,3,5104.0
333,3,1.0,"(0.1, 0.4)",168,24,3,1,0,0,5777.0,1,0,3,3521.0
334,3,1.0,"(0.1, 0.4)",168,24,4,1,0,0,5320.0,1,0,3,5457.0
335,3,1.0,"(0.1, 0.4)",720,24,0,1,0,5,10549.0,1,0,1,2538.0
336,3,1.0,"(0.1, 0.4)",720,24,1,1,0,2,11215.0,1,0,1,7712.0
337,3,1.0,"(0.1, 0.4)",720,24,2,1,0,3,2886.0,1,0,1,3040.0
338,3,1.0,"(0.1, 0.4)",720,24,3,1,0,5,10481.0,1,0,1,2489.0
339,3,1.0,"(0.1, 0.4)",720,24,4,1,0,17,6136.0,1,0,33,3537.0
340,3,1.0,"(0.1, 0.4)",720,168,0,1,0,0,11029.0,1,0,0,2826.0
341,3,1.0,"(0.1, 0.4)",720,168,1,1,0,0,11503.0,1,0,0,7928.0
342,3,1.0,"(0.1, 0.4)",720,168,2,1,0,0,3126.0,1,0,0,3304.0
343,3,1.0,"(0.1, 0.4)",720,168,3,1,0,0,10961.0,1,0,0,2729.0
344,3,1.0,"(0.1, 0.4)",720,168,4,1,0,1,6304.0,1,0,4,3705.0
345,3,1.0,"(0.1, 0.4)",2160,24,0,1,0,0,5101.0,1,0,0,7050.0
346,3,1.0,"(0.1, 0.4)",2160,24,1,1,0,0,4927.0,1,0,0,6536.0
347,3,1.0,"(0.1, 0.4)",2160,24,2,1,0,9,6.0,1,0,0,1024.0
348,3,1.0,"(0.1, 0.4)",2160,24,3,1,0,0,5057.0,1,0,0,6953.0
349,3,1.0,"(0.1, 0.4)",2160,24,4,1,0,15,2800.0,1,0,57,6033.0
350,3,1.0,"(0.1, 0.4)",2160,168,0,1,0,0,5317.0,1,0,0,7194.0
351,3,1.0,"(0.1, 0.4)",2160,168,1,1,0,0,5119.0,1,0,0,6752.0
352,3,1.0,"(0.1, 0.4)",2160,168,2,1,0,1,102.0,1,0,0,1288.0
353,3,1.0,"(0.1, 0.4)",2160,168,3,1,0,0,5249.0,1,0,0,7097.0
354,3,1.0,"(0.1, 0.4)",2160,168,4,1,0,1,2944.0,1,0,8,6225.0
355,3,1.0,"(0.1, 0.4)",2160,720,0,1,0,0,5965.0,1,0,0,8274.0
356,3,1.0,"(0.1, 0.4)",2160,720,1,1,0,0,6151.0,1,0,0,7520.0
357,3,1.0,"(0.1, 0.4)",2160,720,2,1,0,0,462.0,1,0,0,2272.0
358,3,1.0,"(0.1, 0.4)",2160,720,3,1,0,0,5897.0,1,0,0,8177.0
359,3,1.0,"(0.1, 0.4)",2160,720,4,1,0,0,3904.0,1,0,2,7257.0
